,Name,Summary
510,Port-au-Prince Haiti Temple,"The Port-au-Prince Haiti Temple is a temple of The Church of Jesus Christ of Latter-day Saints (LDS Church) in the Port-au-Prince suburb of Pétionville, Haiti.  It is located adjacent to an existing meetinghouse at the intersection of Route de Frères (Delmas 105) and Impasse Saint-Marc (Frères 23).
The intent to construct the temple was announced by church president Thomas S. Monson on April 5, 2015, during the Sunday morning session of the church's general conference. The Abidjan Ivory Coast and Bangkok Thailand temples were announced at the same time.
At a stake conference in Port-au-Prince on March 12, 2017, apostle Neil L. Andersen announced that a location for the temple had been selected and acquired. On October 28, 2017, a groundbreaking ceremony to signify the beginning of construction took place with Walter F. González presiding.In August 2018, the LDS Church announced that Fritzner A. Joseph, a former president of the Haiti Port-au-Prince Mission, will serve as the temple's first president following its dedication.On November 14, 2018, the LDS Church originally announced that the temple was scheduled for dedication on May 19, 2019.  On January 18, 2019, the church provided new dates, announcing the public open house that was held from August 3 through August 17, 2019, excluding Sundays. The temple was dedicated on September 1, 2019 by David A. Bednar."
511,National Archives of Haiti,The National Archives of Haiti were first established in 1860. The archives hold the records of the office of the President and most government ministries. They are currently participating in the Digital Library of the Caribbean's Protecting Haitian Patrimony Initiative.
512,Christopher Hotel,"The Christopher Hotel (also called Hotel Christopher) was a hotel in Port-au-Prince, Haiti, destroyed in the 2010 Haiti earthquake on 12 January 2010.Prior to its destruction, it was a 3-star, 74-key, 5-story hotel built into the hillside, overlooking the capital of Haiti, Port-au-Prince. The hotel housed the headquarters for the United Nations Stabilization Mission in Haiti. The hotel allegedly did not meet the UN's Minimum Operational Safety Standard, and reportedly the stabilization mission's 2009 procurement plan contained a budget allocation of US$400,000 to bring it into compliance."
513,Thomassin,"Thomassin is a neighborhood on the mountainside south of Pétion-Ville, Haiti. Many upper-class citizens reside in the area.

"
514,Quisqueya University,"Quisqueya University (French: Université Quisqueya) founded in 1988, is a private Haitian university located in Port-au-Prince. The coordinator of the university's establishment and its first rector, from 1990 to 1995, was Jacques-Édouard Alexis who became Prime Minister of Haiti in 1999. The institution is considered to be Haiti's leading private university."
515,National Museum of Haiti,"The National Museum of Haiti (Musée National d'Haïti) in Port-au-Prince, Haiti, was completed in 1938. It is located at Route Nationale No. 1 in the neighborhood of Montrouis. It is not to be confused with the Musée du Panthéon National Haitien (MUPANAH) (built in 1983), which is located across the street from the National Palace.
The National Museum houses information and artifacts covering the history of Haiti from the time of the Arawak and Taino Indians until the 1940s. There are murals showing the treatment of the Indians by the Spaniards and the treatment of African slaves by the French. There are also artifacts relating to the emperors of Haiti, including the pistol with which King Henri Christophe committed suicide."
516,"Delmas, Ouest","Delmas (Haitian Creole: Dèlma) is a commune in the Port-au-Prince Arrondissement, in the Ouest department of Haiti. Delmas itself is an urban continuation of the capital city. Delmas is also the location of much of the area's commercial and industrial enterprise.
Delmas is traversed by two major roadways. Autoroute de Delmas runs from Route National No. 1 in the northwest corner of the commune to Pétion-Ville on the southeast corner. Boulevard de Toussaint Louverture runs from Autoroute de Delmas to the Toussaint Louverture International Airport and beyond to the commune of Tabarre. Autoroute de Delmas is flanked on both sides by local roads. These roads are numbered, with odd numbers on the north side and even numbers on the south side. For each road, the number is preceded by ""Delmas,"" such as Delmas 60, Delmas 19, etc. Several of these roads are significant and may have other names. Delmas 30B is more commonly known as Rue Nazon and connects Delmas to Port-au-Prince on the south. Delmas 33 connects Delmas to Tabarre on the north. The areas adjacent to Autoroute de Delmas are primarily commercial and residential. Boulevard de Toussaint Louverture leads through the industrial portion of the commune."
517,Collège Canado-Haïtien,"Collège Canado-Haïtien (CCH) is a junior-senior high school in Port-au-Prince, Haiti."
518,Université Caraïbe,"The Université Caraïbe (Caribbean University) is a university located in Port-au-Prince, Haiti. It was founded in 1988 and is organized in six Faculties."
519,Institution Saint-Louis de Gonzague,Institution Saint-Louis de Gonzague is a primary and secondary Roman Catholic school. It was founded and is run by the Brothers of Christian Instruction (FIC) (Frères de l'instruction chrétienne de Ploërmel). The school colors are red and green.
520,Bois Verna,"Bois Verna is a neighborhood of Port-au-Prince, Haiti. It has one  of the largest concentration of the historic Haitian gingerbread style houses present."
521,Hôpital de la Trinité,"Hôpital de la Trinité (English: Trinity Hospital) was a hospital in Port-au-Prince, Haïti. It was operated by the Médecins Sans Frontières (MSF) which operates an emergency clinic at the hospital and in three other centers in the capital. It was where most of the injured from the 2008 Pétion-Ville school collapse were treated.  The hospital was destroyed in the 2010 Haiti earthquake; medical treatment by MSF staff was subsequently moved to improvised tent facilities adjacent to the hospital building.In 2012, trauma services were relocated to the Nap Kenbé hospital, in the Tabarre neighborhood of Port-au-Prince."
